"ExtendedID","Subject1Tag","Subject2Tag","RelationshipPath","R","MultipleBirth","IsMz","Subject1LastSurvey","Subject2LastSurvey","RImplicitPass1","RImplicit","RImplicit2004","RImplicitDifference","RExplicit","RExplicitPass1","RPass1","RExplicitOlderSibVersion","RExplicitYoungerSibVersion","GenerationSubject1","GenerationSubject2","Subject1ID","Subject2ID"
3,302,303,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,302,303
3,302,400,5,0.25,0,0,2008,1998,NA,NA,NA,NA,0.25,0.25,0.25,NA,NA,2,2,302,400
3,302,401,3,0.125,0,0,2008,1998,NA,NA,NA,NA,0.125,0.125,0.125,NA,NA,2,2,302,401
3,302,403,3,0.125,0,0,2008,NA,NA,NA,NA,NA,0.125,0.125,0.125,NA,NA,2,2,302,403
3,303,400,5,0.25,0,0,2008,1998,NA,NA,NA,NA,0.25,0.25,0.25,NA,NA,2,2,303,400
3,303,401,3,0.125,0,0,2008,1998,NA,NA,NA,NA,0.125,0.125,0.125,NA,NA,2,2,303,401
3,303,403,3,0.125,0,0,2008,NA,NA,NA,NA,NA,0.125,0.125,0.125,NA,NA,2,2,303,403
3,400,401,4,0.5,0,0,1998,1998,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,400,401
3,400,403,4,0.5,0,0,1998,NA,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,400,403
3,401,403,2,0.25,0,0,1998,NA,NA,0.25,0.25,0,NA,NA,NA,NA,NA,2,2,401,403
5,500,600,1,0.5,0,0,1989,2008,NA,NA,0.5,NA,0.5,0.5,0.5,NA,0.5,2,2,500,600
8,800,801,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,800,801
8,800,802,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,800,802
8,800,803,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,800,803
8,801,802,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,801,802
8,801,803,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,801,803
8,802,803,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,802,803
10,1000,1001,4,0.5,0,0,1994,2002,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,1000,1001
10,1000,1002,4,0.5,0,0,1994,1994,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,1000,1002
10,1001,1002,2,0.5,0,0,2002,1994,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,1001,1002
12,1200,1201,4,0.5,0,0,1994,1994,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,1200,1201
12,1200,1202,4,0.5,0,0,1994,1994,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,1200,1202
12,1201,1202,2,0.5,0,0,1994,1994,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,1201,1202
13,1300,1400,1,0.5,0,0,2006,2008,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,0.5,2,2,1300,1400
16,1600,1601,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,1600,1601
16,1600,1602,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,1600,1602
16,1600,1603,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,1600,1603
16,1601,1602,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,1601,1602
16,1601,1603,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,NA,2,2,1601,1603
16,1602,1603,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,NA,2,2,1602,1603
17,1700,1800,1,0.5,0,0,2008,2008,NA,NA,0.375,NA,0.5,0.5,0.5,0.5,0.5,2,2,1700,1800
19,1900,1901,4,0.5,0,0,2006,1998,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,1900,1901
20,2000,2100,1,0.5,0,0,2008,2008,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,0.5,2,2,2000,2100
20,2000,2001,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,2000,2001
20,2001,2100,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,2001,2100
23,2300,2400,1,NA,0,0,1992,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2300,2400
25,2500,2501,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,2500,2501
25,2500,2502,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,2500,2502
25,2501,2502,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,2501,2502
27,2700,2800,1,0.5,0,0,2008,2000,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,NA,2,2,2700,2800
27,2700,2701,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,2700,2701
27,2700,2702,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,2700,2702
27,2701,2702,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,2701,2702
27,2701,2800,5,0.25,0,0,2008,2000,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,2701,2800
27,2702,2800,5,0.25,0,0,2008,2000,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,2702,2800
29,2900,3000,1,0.5,0,0,2008,2008,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,NA,2,2,2900,3000
29,2900,3001,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,2900,3001
29,2900,3002,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,2900,3002
29,2900,3003,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,2900,3003
29,3000,3001,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,3000,3001
29,3000,3002,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,3000,3002
29,3000,3003,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,3000,3003
29,3001,3002,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,3001,3002
29,3001,3003,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,3001,3003
29,3002,3003,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,3002,3003
32,3200,3300,1,0.5,0,0,2006,2008,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,2,2,3200,3300
34,3400,3500,1,0.5,0,0,2008,1998,NA,NA,0.375,NA,0.5,0.5,0.5,0.5,NA,2,2,3400,3500
34,3400,3501,5,0.25,0,0,2008,1998,NA,NA,0.1875,NA,0.25,0.25,0.25,NA,NA,2,2,3400,3501
34,3400,3502,5,0.25,0,0,2008,1998,NA,NA,0.1875,NA,0.25,0.25,0.25,NA,NA,2,2,3400,3502
34,3500,3501,4,0.5,0,0,1998,1998,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,3500,3501
34,3500,3502,4,0.5,0,0,1998,1998,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,3500,3502
34,3501,3502,2,0.5,0,0,1998,1998,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,3501,3502
37,3700,3800,1,0.5,0,0,2008,2008,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,0.5,2,2,3700,3800
37,3700,3701,4,0.5,0,0,2008,2002,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,3700,3701
37,3701,3800,5,0.25,0,0,2002,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,3701,3800
40,4000,4100,1,0.5,0,0,2008,2008,NA,NA,0.375,NA,0.5,0.5,0.5,0.5,0.5,2,2,4000,4100
43,4300,4301,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4300,4301
43,4300,4302,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4300,4302
43,4300,4303,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4300,4303
43,4300,4304,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4300,4304
43,4301,4302,2,0.25,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,2,2,4301,4302
43,4301,4303,2,0.25,0,0,2008,2008,NA,0.25,0.25,0,0.25,0.25,0.25,0.25,NA,2,2,4301,4303
43,4301,4304,2,0.25,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,NA,2,2,4301,4304
43,4302,4303,2,0.25,0,0,2008,2008,0.25,0.25,0.25,0,0.5,0.5,0.25,0.5,NA,2,2,4302,4303
43,4302,4304,2,0.25,0,0,2008,2008,0.25,0.25,0.25,0,0.5,0.5,0.25,0.5,NA,2,2,4302,4304
43,4303,4304,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,NA,0.5,NA,NA,2,2,4303,4304
44,4400,4401,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4400,4401
44,4400,4402,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4400,4402
44,4401,4402,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,4401,4402
46,4600,4601,4,0.5,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4600,4601
46,4600,4602,4,0.5,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4600,4602
46,4601,4602,2,0.5,0,0,2006,2006,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,4601,4602
49,4900,4901,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4900,4901
49,4900,4902,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,4900,4902
49,4901,4902,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,4901,4902
50,5000,5100,1,NA,0,0,2008,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5000,5100
50,5000,5001,4,0.5,0,0,2008,2002,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5000,5001
50,5000,5002,4,0.5,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5000,5002
50,5000,5003,4,0.5,0,0,2008,NA,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5000,5003
50,5000,5004,4,0.5,0,0,2008,NA,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5000,5004
50,5000,5005,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5000,5005
50,5001,5002,2,0.25,0,0,2002,2006,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,NA,0.25,2,2,5001,5002
50,5001,5003,2,0.25,0,0,2002,NA,NA,NA,0.375,NA,0.25,NA,NA,NA,NA,2,2,5001,5003
50,5001,5004,2,0.25,0,0,2002,NA,NA,0.25,0.375,-0.125,0.25,NA,NA,NA,NA,2,2,5001,5004
50,5001,5005,2,0.25,0,0,2002,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,NA,0.25,2,2,5001,5005
50,5001,5100,5,NA,0,0,2002,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5001,5100
50,5002,5003,2,0.5,0,0,2006,NA,NA,NA,0.375,NA,0.5,0.5,0.5,0.5,NA,2,2,5002,5003
50,5002,5004,2,0.5,0,0,2006,NA,NA,NA,0.375,NA,0.5,0.5,0.5,0.5,NA,2,2,5002,5004
50,5002,5005,2,0.5,0,0,2006,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,5002,5005
50,5002,5100,5,NA,0,0,2006,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5002,5100
50,5003,5004,2,0.5,2,0,NA,NA,0.5,0.5,0.5,0,0.5,NA,0.5,NA,NA,2,2,5003,5004
50,5003,5005,2,0.5,0,0,NA,2008,NA,NA,0.375,NA,0.5,0.5,0.5,NA,0.5,2,2,5003,5005
50,5003,5100,5,NA,0,0,NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5003,5100
50,5004,5005,2,0.5,0,0,NA,2008,NA,NA,0.375,NA,0.5,0.5,0.5,NA,0.5,2,2,5004,5005
50,5004,5100,5,NA,0,0,NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5004,5100
50,5005,5100,5,NA,0,0,2008,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5005,5100
55,5500,5600,1,NA,0,0,1979,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5500,5600
57,5700,5701,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5700,5701
57,5700,5702,4,0.5,0,0,2008,2004,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5700,5702
57,5700,5703,4,0.5,0,0,2008,2004,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5700,5703
57,5701,5702,2,0.25,0,0,2008,2004,NA,0.5,0.375,0.125,0.25,0.25,0.25,0.25,NA,2,2,5701,5702
57,5701,5703,2,0.25,0,0,2008,2004,NA,NA,0.375,NA,0.25,0.25,0.25,0.25,NA,2,2,5701,5703
57,5702,5703,2,0.5,0,0,2004,2004,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,5702,5703
58,5800,5900,1,0.375,0,0,2008,2008,NA,NA,0.5,NA,0.375,0.375,0.375,0.25,0.5,2,2,5800,5900
58,5800,6000,1,0.5,0,0,2008,2000,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,NA,2,2,5800,6000
58,5900,6000,1,0.5,0,0,2008,2000,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,2,2,5900,6000
58,5800,5801,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5800,5801
58,5800,5802,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5800,5802
58,5800,5803,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,5800,5803
58,5801,5802,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,5801,5802
58,5801,5803,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,5801,5803
58,5801,5900,5,0.1875,0,0,2008,2008,NA,NA,0.25,NA,0.1875,0.1875,0.1875,NA,NA,2,2,5801,5900
58,5801,6000,5,0.25,0,0,2008,2000,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,5801,6000
58,5802,5803,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,2,2,5802,5803
58,5802,5900,5,0.1875,0,0,2008,2008,NA,NA,0.25,NA,0.1875,0.1875,0.1875,NA,NA,2,2,5802,5900
58,5802,6000,5,0.25,0,0,2008,2000,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,5802,6000
58,5803,5900,5,0.1875,0,0,2008,2008,NA,NA,0.25,NA,0.1875,0.1875,0.1875,NA,NA,2,2,5803,5900
58,5803,6000,5,0.25,0,0,2008,2000,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,5803,6000
61,6100,6200,1,0.5,0,0,2008,2008,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,0.5,2,2,6100,6200
61,6100,6101,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6100,6101
61,6100,6102,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6100,6102
61,6100,6103,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6100,6103
61,6100,6201,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6100,6201
61,6100,6202,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6100,6202
61,6100,6203,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6100,6203
61,6101,6102,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,NA,2,2,6101,6102
61,6101,6103,2,0.5,0,0,2008,2008,0.5,0.5,NA,NA,0.5,0.5,0.5,0.5,NA,2,2,6101,6103
61,6101,6200,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6101,6200
61,6101,6201,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6101,6201
61,6101,6202,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6101,6202
61,6101,6203,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6101,6203
61,6102,6103,2,0.5,0,0,2008,2008,0.5,0.5,NA,NA,0.5,NA,0.5,NA,NA,2,2,6102,6103
61,6102,6200,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6102,6200
61,6102,6201,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6102,6201
61,6102,6202,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6102,6202
61,6102,6203,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6102,6203
61,6103,6200,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6103,6200
61,6103,6201,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6103,6201
61,6103,6202,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6103,6202
61,6103,6203,3,0.125,0,0,2008,2008,NA,NA,0.125,NA,0.125,0.125,0.125,NA,NA,2,2,6103,6203
61,6200,6201,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6200,6201
61,6200,6202,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6200,6202
61,6200,6203,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6200,6203
61,6201,6202,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,6201,6202
61,6201,6203,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,6201,6203
61,6202,6203,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,6202,6203
63,6300,6400,1,0.5,0,0,2008,1986,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,2,2,6300,6400
63,6300,6500,1,0.5,0,0,2008,1986,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,2,2,6300,6500
63,6400,6500,1,0.5,0,0,1986,1986,NA,NA,NA,NA,0.5,NA,NA,NA,NA,2,2,6400,6500
67,6700,6800,1,0.5,0,0,2008,2008,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,0.5,2,2,6700,6800
67,6700,6801,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6700,6801
67,6700,6802,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6700,6802
67,6700,6803,5,0.25,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,6700,6803
67,6800,6801,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6800,6801
67,6800,6802,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6800,6802
67,6800,6803,4,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,6800,6803
67,6801,6802,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,NA,2,2,6801,6802
67,6801,6803,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,NA,2,2,6801,6803
67,6802,6803,2,0.5,0,0,2008,2008,0.5,0.5,0.5,0,0.5,NA,0.5,NA,NA,2,2,6802,6803
70,7000,7100,1,NA,0,0,2008,2000,NA,NA,0.5,NA,NA,NA,NA,NA,NA,2,2,7000,7100
74,7400,7500,1,0.5,0,0,1994,2008,NA,NA,0.5,NA,0.5,0.5,0.5,NA,0.5,2,2,7400,7500
74,7400,7600,1,0.5,0,0,1994,2008,NA,NA,0.5,NA,0.5,0.5,0.5,NA,0.5,2,2,7400,7600
74,7500,7600,1,0.5,0,0,2008,2008,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,2,2,7500,7600
74,7400,7501,5,0.25,0,0,1994,2004,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,7400,7501
74,7400,7502,5,0.25,0,0,1994,2004,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,7400,7502
74,7500,7501,4,0.5,0,0,2008,2004,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,7500,7501
74,7500,7502,4,0.5,0,0,2008,2004,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,7500,7502
74,7501,7502,2,0.5,0,0,2004,2004,0.5,0.5,0.5,0,NA,NA,0.5,NA,NA,2,2,7501,7502
74,7501,7600,5,0.25,0,0,2004,2008,NA,NA,NA,NA,0.25,0.25,0.25,NA,NA,2,2,7501,7600
74,7502,7600,5,0.25,0,0,2004,2008,NA,NA,NA,NA,0.25,0.25,0.25,NA,NA,2,2,7502,7600
78,7800,7900,1,0.5,0,0,2006,2004,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,NA,2,2,7800,7900
78,7800,7801,4,0.5,0,0,2006,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,7800,7801
78,7800,7802,4,0.5,0,0,2006,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,7800,7802
78,7800,7803,4,0.5,0,0,2006,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,7800,7803
78,7800,7804,4,0.5,0,0,2006,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,NA,2,2,7800,7804
78,7801,7802,2,0.5,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,NA,2,2,7801,7802
78,7801,7803,2,0.5,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,NA,2,2,7801,7803
78,7801,7804,2,0.5,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,NA,2,2,7801,7804
78,7801,7900,5,0.25,0,0,2008,2004,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,7801,7900
78,7802,7803,2,0.5,0,0,2006,2006,0.5,0.5,0.5,0,0.5,NA,0.5,NA,NA,2,2,7802,7803
78,7802,7804,2,0.5,0,0,2006,2006,0.5,0.5,0.5,0,0.5,NA,0.5,NA,NA,2,2,7802,7804
78,7802,7900,5,0.25,0,0,2006,2004,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,7802,7900
78,7803,7804,2,0.5,0,0,2006,2006,0.5,0.5,0.5,0,0.5,NA,0.5,NA,NA,2,2,7803,7804
78,7803,7900,5,0.25,0,0,2006,2004,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,7803,7900
78,7804,7900,5,0.25,0,0,2006,2004,NA,NA,0.25,NA,0.25,0.25,0.25,NA,NA,2,2,7804,7900
